electricity_usage_kwh,vehicle_type,vehicle_km,flights_short_haul,flights_long_haul,diet_type,waste_kg_weekly,household_size,grocery_spend_monthly,heating_source,internet_usage_hours,total_footprint_tco2e
274.9,petrol,1233.3,1,1,non-vegetarian,6.6,4,639.8,natural gas,7.1,9.01
386.0,petrol,557.6,1,0,non-vegetarian,8.4,4,521.54,natural gas,3.2,6.19
335.7,diesel,422.9,0,1,non-vegetarian,13.5,2,382.57,electricity,4.2,7.8
265.3,petrol,677.0,5,0,non-vegetarian,12.4,3,320.59,natural gas,5.6,6.89
325.3,petrol,412.9,4,1,non-vegetarian,18.8,2,359.29,electricity,6.1,8.19
167.4,petrol,1025.8,0,0,non-vegetarian,3.0,1,50.0,natural gas,6.0,7.46
281.8,diesel,335.3,0,1,non-vegetarian,14.6,4,60.44,natural gas,0.8,5.01
394.7,petrol,1733.2,3,1,non-vegetarian,21.9,1,431.1,electricity,9.0,16.02
232.6,electric,1318.4,1,0,non-vegetarian,16.6,1,516.57,oil,5.8,12.54
182.2,diesel,805.0,1,1,non-vegetarian,7.3,5,50.0,natural gas,2.1,6.11
197.8,petrol,1147.0,1,0,non-vegetarian,27.1,4,168.51,electricity,4.8,6.58
162.8,electric,145.3,3,2,vegetarian,12.3,4,200.32,natural gas,10.7,4.65
187.2,diesel,1809.3,1,0,non-vegetarian,2.8,1,159.37,oil,4.0,12.41
220.4,diesel,563.9,2,1,non-vegetarian,19.1,4,345.65,natural gas,11.9,7.21
137.6,diesel,751.8,1,0,non-vegetarian,11.0,2,411.74,electricity,4.8,8.02
251.2,petrol,57.6,0,0,non-vegetarian,24.4,5,147.14,natural gas,10.7,3.72
322.2,diesel,994.5,2,0,non-vegetarian,18.6,2,86.96,oil,9.9,7.95
177.4,petrol,357.5,1,0,non-vegetarian,25.7,3,123.72,natural gas,6.4,4.53
371.5,none,0.0,0,1,vegan,9.7,3,231.96,natural gas,2.2,3.9
290.9,hybrid,582.3,2,0,non-vegetarian,21.4,1,538.26,electricity,3.4,12.42
332.4,diesel,368.9,2,0,non-vegetarian,10.9,3,310.02,natural gas,5.2,5.79
197.4,petrol,478.3,2,0,non-vegetarian,16.7,2,589.34,natural gas,7.0,8.46
318.4,petrol,890.3,3,0,non-vegetarian,15.9,3,418.86,natural gas,3.4,7.83
162.6,petrol,287.4,0,0,non-vegetarian,21.9,1,206.13,natural gas,1.0,7.5
321.2,diesel,500.5,1,1,vegetarian,19.0,4,320.3,electricity,5.9,5.54
263.7,petrol,1065.3,3,1,non-vegetarian,12.7,5,221.26,electricity,3.2,7.03
294.3,diesel,1841.0,1,0,non-vegetarian,20.4,1,135.87,natural gas,3.8,12.04
156.0,petrol,991.0,0,0,vegan,14.5,1,253.88,none,4.0,7.43
178.4,none,0.0,1,3,vegetarian,18.5,1,418.65,electricity,6.2,10.45
297.8,petrol,653.2,2,1,non-vegetarian,16.5,2,213.49,natural gas,7.9,7.96
174.1,none,0.0,1,0,vegetarian,13.9,4,264.34,natural gas,10.4,3.02
287.1,none,0.0,0,0,vegetarian,8.4,1,211.35,natural gas,2.1,6.55
140.6,diesel,1161.2,2,0,non-vegetarian,16.0,4,502.71,electricity,4.4,7.82
317.9,electric,887.0,3,1,non-vegetarian,11.6,1,273.05,electricity,7.8,10.1
151.4,petrol,1163.1,3,1,non-vegetarian,8.8,2,251.95,none,6.1,8.59
294.2,diesel,674.2,0,1,non-vegetarian,19.2,1,255.5,natural gas,2.9,10.99
300.1,petrol,1330.2,2,1,non-vegetarian,11.8,3,349.12,oil,8.9,9.56
194.3,petrol,733.4,3,0,non-vegetarian,6.0,2,313.09,natural gas,6.1,7.81
296.6,diesel,411.5,3,1,non-vegetarian,15.0,1,444.38,natural gas,11.1,12.99
270.8,diesel,1670.9,1,0,non-vegetarian,14.2,1,242.51,none,6.4,11.48
206.9,diesel,70.0,3,1,non-vegetarian,14.7,1,566.07,electricity,4.5,12.43
169.3,petrol,504.5,0,0,non-vegetarian,14.7,3,191.36,electricity,4.5,4.87
93.0,petrol,549.2,1,0,non-vegetarian,10.0,3,318.26,natural gas,1.7,5.43
278.0,petrol,1803.3,0,0,non-vegetarian,13.0,1,370.46,none,10.3,12.84
124.8,petrol,1522.7,3,1,non-vegetarian,20.2,3,297.08,natural gas,5.7,9.21
257.6,petrol,1397.6,0,0,non-vegetarian,19.3,1,302.16,natural gas,0.6,11.81
228.9,petrol,667.7,1,0,non-vegetarian,13.2,3,167.96,natural gas,8.7,5.89
304.3,petrol,1770.5,1,2,vegan,17.9,4,400.89,natural gas,2.8,9.0
225.8,hybrid,947.3,2,0,non-vegetarian,15.5,1,323.91,natural gas,7.7,10.35
223.6,petrol,1190.9,0,0,non-vegetarian,13.4,1,304.14,natural gas,4.5,11.22
308.5,diesel,871.9,1,0,non-vegetarian,21.2,5,50.0,none,7.6,5.47
276.8,petrol,780.2,0,0,non-vegetarian,10.5,5,384.91,natural gas,1.8,5.84
275.3,hybrid,699.3,3,2,non-vegetarian,16.5,2,393.96,electricity,6.8,8.83
287.5,diesel,716.1,0,0,non-vegetarian,6.7,4,50.0,oil,3.6,5.41
127.2,petrol,1043.4,1,0,non-vegetarian,16.8,4,395.96,oil,0.6,6.82
310.5,diesel,946.9,2,2,non-vegetarian,11.7,2,265.42,oil,7.8,10.11
299.0,petrol,787.4,0,1,non-vegetarian,13.1,5,50.85,electricity,5.5,5.73
168.7,diesel,1403.8,1,0,non-vegetarian,13.5,2,154.96,natural gas,4.1,8.51
230.5,petrol,0.0,1,0,non-vegetarian,3.9,5,114.54,natural gas,4.4,3.3
246.9,none,0.0,0,0,non-vegetarian,6.9,1,172.59,electricity,8.0,6.5
239.2,petrol,1087.1,2,0,non-vegetarian,19.2,2,380.51,natural gas,6.1,8.91
276.7,petrol,1258.8,2,0,vegan,15.5,3,388.18,none,7.7,6.37
364.5,electric,774.1,0,0,non-vegetarian,22.3,5,386.71,oil,6.0,4.56
336.5,petrol,883.2,4,0,non-vegetarian,8.2,1,261.48,electricity,8.9,10.69
145.0,hybrid,1194.4,1,1,non-vegetarian,19.3,3,694.25,natural gas,1.8,8.52
299.8,diesel,1396.5,2,1,non-vegetarian,17.3,3,50.0,electricity,1.6,8.46
356.3,electric,679.8,0,0,pescatarian,20.8,4,148.86,electricity,7.6,3.43
280.9,petrol,906.8,2,0,vegetarian,14.5,5,337.97,natural gas,9.0,5.66
337.3,hybrid,1471.4,1,0,non-vegetarian,15.6,1,199.49,natural gas,7.5,10.21
411.0,electric,0.0,3,0,vegetarian,10.6,5,258.67,electricity,9.4,3.1
331.9,petrol,524.0,3,0,vegetarian,13.6,1,306.6,electricity,8.8,9.35
269.9,petrol,1386.3,0,1,non-vegetarian,12.5,5,255.69,natural gas,6.9,7.84
333.6,petrol,1237.0,1,1,non-vegetarian,8.4,3,93.11,natural gas,0.5,7.45
261.6,none,0.0,3,0,vegetarian,15.7,4,424.15,oil,5.6,4.07
251.9,petrol,620.6,1,0,vegan,19.7,2,425.13,natural gas,4.8,6.65
221.9,diesel,447.3,0,2,vegan,20.9,5,536.64,electricity,7.6,5.82
375.1,petrol,563.5,1,0,pescatarian,10.9,3,50.0,electricity,7.7,4.42
184.5,petrol,1419.2,3,0,vegetarian,14.8,2,415.42,none,1.4,8.02
372.6,diesel,548.6,5,0,non-vegetarian,14.3,2,170.51,electricity,2.2,7.05
290.0,none,0.0,4,0,non-vegetarian,22.4,2,281.62,natural gas,0.5,5.97
138.1,diesel,498.5,0,0,non-vegetarian,23.9,3,202.22,natural gas,11.0,5.39
279.4,hybrid,1137.1,1,0,non-vegetarian,8.5,1,156.36,natural gas,7.6,8.76
82.0,diesel,584.5,1,0,non-vegetarian,17.4,2,393.26,natural gas,4.7,7.35
300.0,petrol,761.0,2,0,vegetarian,17.7,4,551.95,oil,6.7,6.21
320.8,petrol,126.6,0,0,pescatarian,14.0,1,595.92,electricity,7.1,11.72
202.6,diesel,154.7,1,1,non-vegetarian,8.7,3,455.35,natural gas,8.2,6.41
259.9,none,0.0,1,0,non-vegetarian,18.5,2,132.76,natural gas,0.5,4.53
406.3,hybrid,269.9,1,1,pescatarian,21.1,3,280.51,natural gas,3.5,5.2
209.5,petrol,1642.0,3,0,vegetarian,12.3,3,291.84,electricity,6.7,7.91
165.3,petrol,0.0,1,1,non-vegetarian,21.0,2,379.9,none,6.1,6.11
368.5,petrol,479.9,1,0,non-vegetarian,15.0,3,410.22,electricity,7.7,6.41
407.0,none,0.0,1,0,non-vegetarian,22.1,4,230.44,electricity,2.0,4.22
250.3,hybrid,653.9,3,0,non-vegetarian,22.1,4,487.65,natural gas,5.1,5.59
330.9,electric,358.3,1,0,vegetarian,14.9,5,653.0,natural gas,5.8,4.1
357.3,petrol,416.8,0,0,vegetarian,17.1,2,353.73,natural gas,7.9,6.24
190.6,diesel,403.7,3,0,non-vegetarian,11.5,2,215.15,electricity,6.8,6.15
211.2,diesel,685.3,4,1,non-vegetarian,6.9,2,461.18,natural gas,3.3,9.38
348.5,petrol,1580.8,1,1,vegetarian,16.3,5,466.95,natural gas,9.3,7.99
384.8,diesel,831.2,2,0,non-vegetarian,7.7,4,404.33,natural gas,4.4,6.98
295.0,petrol,1273.2,0,0,non-vegetarian,25.5,4,299.48,electricity,3.1,7.02
179.6,petrol,1002.8,0,1,pescatarian,20.7,2,510.82,natural gas,6.3,8.94
409.0,hybrid,1245.5,1,0,non-vegetarian,14.2,3,155.74,electricity,3.5,5.78
207.5,electric,0.0,1,0,non-vegetarian,28.3,1,290.28,natural gas,9.2,8.41
223.2,petrol,678.2,3,2,non-vegetarian,11.8,1,585.63,natural gas,10.2,15.92
277.4,diesel,1322.9,3,0,non-vegetarian,13.0,2,296.78,oil,4.6,9.86
374.3,petrol,571.3,0,1,vegetarian,13.0,2,304.1,electricity,3.2,6.6
318.3,electric,1505.0,1,1,non-vegetarian,14.7,4,332.93,natural gas,7.8,6.22
283.2,electric,1393.6,0,1,non-vegetarian,13.4,4,163.53,natural gas,6.2,5.04
287.1,electric,612.3,3,0,vegetarian,17.3,3,128.42,none,3.9,3.12
253.5,electric,598.7,2,0,non-vegetarian,10.0,4,219.67,natural gas,5.0,4.1
294.7,petrol,394.6,1,1,vegan,15.6,1,272.39,electricity,5.7,8.58
50.0,petrol,548.2,1,2,vegetarian,12.3,1,476.23,electricity,1.3,11.1
226.3,diesel,307.0,2,0,non-vegetarian,15.3,4,339.38,natural gas,8.7,5.54
269.3,petrol,971.5,0,1,vegan,9.6,1,527.72,natural gas,3.2,13.11
157.9,electric,217.6,1,0,non-vegetarian,10.7,1,380.52,natural gas,4.5,9.26
280.9,petrol,1041.5,3,0,non-vegetarian,25.6,1,429.82,none,6.3,11.86
233.6,petrol,1051.2,6,0,vegetarian,10.4,1,394.83,natural gas,9.0,12.04
390.4,petrol,135.5,4,0,non-vegetarian,17.6,5,538.35,electricity,11.6,5.58
375.8,none,0.0,2,1,non-vegetarian,12.3,2,308.89,oil,5.2,7.1
212.7,petrol,1005.4,1,0,non-vegetarian,9.9,3,313.93,electricity,8.9,7.15
237.9,diesel,1099.9,3,1,non-vegetarian,15.3,5,140.68,natural gas,4.4,7.39
244.1,petrol,496.5,1,0,non-vegetarian,10.7,3,433.92,electricity,7.7,6.26
213.9,petrol,1049.0,1,1,vegetarian,17.6,5,226.52,oil,4.3,6.16
265.6,diesel,1250.6,0,0,vegetarian,14.4,5,409.29,none,1.0,6.15
189.3,electric,760.6,1,2,non-vegetarian,21.7,3,328.86,natural gas,8.9,6.72
159.6,diesel,1600.8,1,1,vegetarian,8.5,2,127.73,natural gas,3.9,8.47
299.8,hybrid,817.6,1,0,non-vegetarian,16.4,4,314.51,none,6.7,5.16
300.4,petrol,1256.3,2,1,non-vegetarian,16.9,5,235.79,oil,1.1,7.97
185.7,petrol,917.2,4,0,vegan,10.0,2,85.63,natural gas,2.0,5.7
321.6,none,0.0,4,0,vegetarian,11.7,4,350.33,none,0.5,3.55
199.5,petrol,131.5,1,1,pescatarian,7.9,3,556.99,natural gas,7.0,6.18
270.3,diesel,948.4,1,1,non-vegetarian,7.2,5,153.75,natural gas,3.1,6.64
315.6,electric,506.0,2,0,non-vegetarian,14.4,4,50.0,electricity,10.3,4.16
247.3,petrol,461.4,0,1,vegetarian,19.0,2,605.82,electricity,1.4,7.77
286.4,electric,1497.6,3,0,vegetarian,14.3,4,58.68,natural gas,6.6,3.56
208.7,petrol,714.5,1,1,non-vegetarian,14.6,3,565.0,none,0.5,7.66
234.3,petrol,398.7,1,0,vegetarian,8.5,4,498.07,natural gas,12.4,4.88
233.5,petrol,656.3,0,0,non-vegetarian,4.5,1,312.49,natural gas,2.3,10.02
190.3,hybrid,279.8,2,0,non-vegetarian,16.7,5,203.73,electricity,7.9,3.93
235.9,petrol,1373.6,2,0,non-vegetarian,11.7,2,471.35,natural gas,4.3,9.99
126.1,electric,521.7,1,0,non-vegetarian,6.0,2,324.41,electricity,8.1,5.48
210.7,none,0.0,2,0,non-vegetarian,12.3,5,576.38,natural gas,2.8,4.71
227.2,diesel,1342.4,3,0,non-vegetarian,16.2,5,380.93,electricity,6.4,7.69
229.5,diesel,599.9,1,0,pescatarian,17.0,1,565.95,natural gas,4.2,12.76
230.7,diesel,1012.8,2,0,non-vegetarian,16.0,1,420.85,natural gas,14.0,13.16
245.1,petrol,388.0,1,0,non-vegetarian,11.5,2,498.73,natural gas,3.1,7.48
288.4,diesel,1778.3,1,2,vegetarian,18.0,4,354.68,none,2.7,9.58
320.0,diesel,1174.6,0,1,vegan,14.9,5,291.57,oil,10.7,6.88
198.0,none,0.0,2,0,vegetarian,10.6,1,237.34,oil,8.2,7.43
153.7,none,0.0,1,0,vegan,9.4,1,163.36,electricity,3.5,4.99
166.6,hybrid,754.4,4,0,non-vegetarian,16.0,1,283.07,electricity,6.3,9.11
211.0,hybrid,664.0,1,0,vegetarian,19.3,4,149.72,natural gas,6.4,3.84
221.8,diesel,1581.2,2,0,non-vegetarian,18.0,2,238.76,natural gas,6.8,9.96
188.4,diesel,309.8,0,3,non-vegetarian,15.8,2,335.01,electricity,8.2,8.44
146.3,hybrid,853.9,0,1,non-vegetarian,18.2,1,379.35,natural gas,2.6,11.26
213.5,petrol,792.7,2,0,non-vegetarian,26.9,4,505.56,natural gas,6.7,6.88
264.5,none,0.0,0,0,non-vegetarian,16.4,4,338.1,natural gas,5.0,4.2
297.6,petrol,756.6,3,1,vegetarian,15.8,2,372.76,natural gas,0.5,7.78
205.4,diesel,753.6,1,2,vegan,17.7,5,268.44,natural gas,4.4,6.36
217.0,electric,1149.2,1,0,vegetarian,18.8,1,301.14,natural gas,4.4,8.16
175.9,none,0.0,0,1,non-vegetarian,8.3,4,311.52,natural gas,8.5,4.73
247.5,petrol,967.6,0,0,vegan,15.9,5,615.4,natural gas,9.7,5.64
182.1,electric,0.0,2,2,non-vegetarian,20.0,3,363.49,oil,7.8,6.79
295.9,diesel,919.9,4,1,non-vegetarian,23.7,1,121.32,oil,0.5,11.07
107.1,petrol,137.7,0,1,vegetarian,15.1,3,334.91,none,12.3,4.19
221.2,electric,1058.5,1,0,non-vegetarian,12.7,2,172.91,natural gas,9.3,5.75
274.1,diesel,1389.8,1,0,non-vegetarian,15.8,2,202.45,electricity,5.7,8.98
264.7,diesel,429.5,2,1,non-vegetarian,11.8,2,307.77,electricity,6.5,7.75
465.4,petrol,695.3,2,0,non-vegetarian,22.8,4,366.77,natural gas,7.5,6.6
278.0,diesel,560.3,1,0,vegetarian,17.4,4,357.43,electricity,6.3,4.66
169.7,diesel,1294.2,3,0,vegetarian,14.7,5,199.18,oil,8.5,6.45
242.4,petrol,838.0,0,1,vegetarian,20.6,3,69.78,natural gas,10.3,5.53
107.9,petrol,1491.3,0,1,vegetarian,9.2,2,280.59,electricity,0.5,7.92
243.6,none,0.0,0,1,non-vegetarian,4.6,2,290.3,electricity,4.9,5.54
183.4,diesel,897.0,2,0,non-vegetarian,17.1,4,286.73,electricity,7.2,6.69
323.2,electric,827.3,1,1,pescatarian,20.4,4,331.98,oil,2.2,5.24
206.0,petrol,1127.2,1,0,vegetarian,14.3,4,236.07,natural gas,12.4,5.9
240.7,petrol,104.9,1,2,non-vegetarian,11.6,1,437.11,oil,0.5,12.55
199.2,petrol,834.1,1,0,vegetarian,10.2,3,400.79,electricity,3.9,5.96
389.1,petrol,772.0,1,0,non-vegetarian,8.8,3,423.42,oil,8.0,7.54
224.3,diesel,1090.2,3,0,pescatarian,18.3,1,520.05,electricity,12.7,13.48
396.6,diesel,724.9,1,2,non-vegetarian,19.1,2,371.24,natural gas,6.9,9.94
315.1,diesel,384.5,3,0,non-vegetarian,19.6,5,308.05,oil,7.8,5.34
288.6,petrol,802.9,1,0,non-vegetarian,15.0,5,284.98,oil,4.3,5.81
279.5,diesel,366.9,1,0,vegetarian,9.2,2,405.48,natural gas,12.0,6.66
281.5,petrol,29.9,1,0,non-vegetarian,11.4,5,311.54,electricity,11.1,4.12
95.8,petrol,1090.8,0,2,non-vegetarian,18.0,4,50.0,natural gas,8.5,7.6
227.7,none,0.0,1,1,non-vegetarian,9.8,3,210.83,natural gas,0.5,4.87
317.6,diesel,986.8,1,1,non-vegetarian,14.5,4,521.55,electricity,6.4,8.24
246.1,diesel,1321.2,0,0,non-vegetarian,9.9,5,50.0,natural gas,4.1,6.85
137.6,petrol,534.0,2,0,non-vegetarian,11.5,5,351.56,natural gas,6.0,5.23
245.8,none,0.0,1,2,vegetarian,9.2,3,382.19,electricity,4.6,5.46
386.3,diesel,772.0,2,1,non-vegetarian,15.1,4,287.01,oil,7.2,7.65
349.8,electric,661.0,3,2,non-vegetarian,7.7,3,198.95,natural gas,4.1,6.96
245.0,petrol,463.1,2,1,vegetarian,11.2,5,140.98,natural gas,5.2,4.44
326.1,none,0.0,1,0,non-vegetarian,19.3,3,328.45,electricity,4.8,4.92
220.7,hybrid,555.4,0,0,non-vegetarian,20.2,3,253.42,natural gas,7.2,5.11
113.7,hybrid,65.6,2,0,non-vegetarian,18.4,5,531.41,natural gas,1.6,4.6
176.0,petrol,623.5,2,1,non-vegetarian,22.1,3,371.75,natural gas,0.7,7.09
375.0,petrol,345.4,0,0,vegetarian,8.4,4,240.79,none,8.5,3.67
228.1,petrol,892.7,3,1,vegetarian,14.5,5,344.63,oil,4.7,6.66
230.5,petrol,537.6,0,0,pescatarian,15.4,3,198.49,oil,8.2,4.75
226.0,hybrid,1244.7,1,0,non-vegetarian,24.8,2,272.42,natural gas,8.5,7.48
402.3,petrol,1441.5,0,0,non-vegetarian,13.8,4,50.0,electricity,4.1,6.94
380.1,petrol,1071.8,3,0,non-vegetarian,19.0,4,246.24,none,4.3,6.63
427.5,petrol,179.6,0,0,non-vegetarian,23.5,4,381.74,electricity,4.1,5.01
237.3,petrol,1402.1,4,0,vegetarian,15.7,1,274.72,natural gas,1.8,10.82
273.6,petrol,1430.3,0,1,non-vegetarian,12.7,5,433.92,electricity,1.0,8.19
128.7,electric,807.5,0,1,non-vegetarian,13.1,1,489.89,natural gas,5.6,11.54
368.2,diesel,1329.2,2,3,non-vegetarian,6.4,3,407.68,electricity,2.0,11.37
156.6,petrol,579.3,1,2,non-vegetarian,12.7,5,598.58,electricity,5.5,7.37
267.3,petrol,53.5,1,0,non-vegetarian,7.9,4,455.28,natural gas,3.2,4.83
162.2,petrol,495.9,1,1,non-vegetarian,18.9,4,305.27,natural gas,3.3,6.16
202.9,petrol,1491.7,4,0,non-vegetarian,7.2,4,269.55,none,5.1,7.42
183.0,diesel,203.6,0,0,non-vegetarian,17.0,4,238.81,natural gas,11.2,4.42
201.4,electric,799.8,4,2,non-vegetarian,20.7,3,193.65,natural gas,10.7,6.86
206.9,electric,813.7,1,1,non-vegetarian,18.6,2,349.74,electricity,9.2,7.02
206.1,electric,594.8,0,1,vegetarian,12.6,5,245.22,electricity,6.2,3.7
316.7,petrol,622.6,0,1,non-vegetarian,18.8,2,98.8,oil,0.5,6.63
161.6,none,0.0,0,0,vegetarian,15.0,5,419.71,electricity,9.5,2.9
267.6,hybrid,575.1,1,0,pescatarian,12.7,4,212.78,natural gas,3.9,4.02
347.4,none,0.0,2,2,vegetarian,13.2,1,73.87,electricity,10.7,6.94
208.9,petrol,886.0,1,0,non-vegetarian,17.2,3,467.48,electricity,3.8,7.04
192.6,none,0.0,1,2,pescatarian,7.2,5,472.87,none,9.9,5.29
231.6,hybrid,1147.8,2,0,non-vegetarian,12.5,4,128.52,natural gas,8.3,5.36
344.4,hybrid,476.1,0,0,non-vegetarian,16.9,1,219.56,natural gas,0.5,8.56
265.5,petrol,299.5,0,0,vegetarian,12.4,4,179.28,none,8.8,3.1
207.5,electric,686.3,2,0,non-vegetarian,8.5,3,203.61,natural gas,6.2,4.9
288.7,none,0.0,1,0,vegetarian,10.5,1,50.0,natural gas,2.0,4.94
161.8,diesel,1058.2,3,0,vegan,15.9,5,237.23,oil,4.8,5.69
304.5,diesel,1081.6,1,3,non-vegetarian,17.4,5,243.32,natural gas,13.2,9.47
282.7,none,0.0,1,1,non-vegetarian,20.4,5,536.97,electricity,0.5,4.96
225.4,petrol,968.3,3,1,vegetarian,18.9,5,321.08,electricity,6.2,6.16
182.9,diesel,848.2,2,2,non-vegetarian,18.8,1,218.93,natural gas,4.2,11.07
179.1,diesel,1064.9,4,0,vegetarian,5.4,3,333.2,natural gas,7.8,6.99
292.8,none,0.0,3,2,non-vegetarian,18.8,1,97.52,electricity,9.2,7.92
348.3,petrol,234.2,2,1,pescatarian,12.4,5,311.47,natural gas,6.8,4.88
199.0,diesel,1089.2,0,1,non-vegetarian,7.8,3,200.59,oil,8.9,7.92
286.7,diesel,1295.1,1,0,non-vegetarian,17.8,2,319.07,natural gas,3.0,9.26
83.0,electric,352.7,4,1,non-vegetarian,15.9,2,369.2,natural gas,5.6,7.29
203.2,diesel,1128.8,2,0,non-vegetarian,19.4,1,217.19,electricity,11.1,10.33
247.5,none,0.0,2,0,non-vegetarian,12.3,5,340.81,natural gas,4.0,3.88
177.2,none,0.0,2,1,non-vegetarian,15.0,2,196.29,natural gas,3.4,6.01
175.1,petrol,472.8,2,2,non-vegetarian,6.0,2,141.64,oil,4.3,7.94
196.6,petrol,849.2,1,1,vegetarian,24.8,4,437.35,natural gas,7.6,6.41
273.4,petrol,579.8,1,0,non-vegetarian,8.3,4,454.21,natural gas,6.0,6.16
235.0,petrol,553.3,1,0,pescatarian,10.9,3,331.02,natural gas,8.1,5.54
70.9,diesel,973.3,1,0,non-vegetarian,9.8,3,417.15,natural gas,3.7,7.55
80.3,none,0.0,6,0,non-vegetarian,16.0,5,68.11,natural gas,1.5,3.7
201.5,hybrid,222.4,1,0,non-vegetarian,10.8,2,423.25,electricity,4.0,6.38
286.6,petrol,807.7,3,1,vegetarian,20.4,1,514.01,natural gas,1.7,13.37
50.0,petrol,791.1,0,1,non-vegetarian,16.6,1,390.57,natural gas,6.5,11.44
210.0,diesel,937.4,0,0,vegetarian,7.5,4,280.85,natural gas,5.4,5.48
207.9,diesel,1550.1,2,0,vegetarian,18.9,3,99.91,natural gas,6.3,7.3
361.1,petrol,841.8,1,0,vegetarian,19.6,5,381.53,natural gas,6.8,5.15
219.2,hybrid,1039.3,3,1,pescatarian,11.4,4,383.4,electricity,4.2,6.02
280.6,none,0.0,0,0,non-vegetarian,9.3,4,463.78,natural gas,8.0,4.73
261.3,petrol,1107.2,0,0,non-vegetarian,17.0,5,251.45,oil,6.5,6.4
79.6,hybrid,589.4,1,0,vegetarian,18.3,5,214.54,oil,4.2,3.33
311.5,petrol,828.6,0,0,non-vegetarian,10.0,2,185.89,electricity,7.2,7.15
267.2,electric,756.5,4,0,non-vegetarian,19.6,5,161.23,oil,7.2,4.95
290.7,diesel,1213.2,2,0,non-vegetarian,12.1,5,373.85,none,12.8,7.36
564.1,petrol,276.0,3,0,non-vegetarian,20.9,4,294.73,natural gas,7.8,5.53
83.3,none,0.0,1,0,vegetarian,7.1,4,370.11,none,9.2,3.17
388.0,diesel,714.6,3,1,non-vegetarian,11.3,1,322.97,oil,4.7,13.1
227.0,electric,987.4,1,0,non-vegetarian,14.0,1,237.81,natural gas,3.2,8.2
273.0,petrol,860.9,1,0,non-vegetarian,10.0,1,168.95,oil,7.7,9.94
246.4,petrol,1292.9,0,0,non-vegetarian,14.8,5,498.67,oil,3.8,7.45
216.1,petrol,974.9,2,0,non-vegetarian,13.3,2,333.75,natural gas,4.6,8.08
204.4,diesel,574.5,5,0,non-vegetarian,14.0,4,477.7,oil,1.7,6.98
276.4,diesel,0.0,2,0,non-vegetarian,13.0,3,371.22,natural gas,6.1,5.38
128.6,petrol,705.1,3,0,vegan,8.5,2,245.18,oil,5.2,5.88
310.0,diesel,1211.2,3,2,non-vegetarian,14.9,3,238.11,natural gas,5.2,9.66
216.7,diesel,643.2,0,0,non-vegetarian,14.4,5,179.81,natural gas,8.4,5.34
159.6,electric,811.3,2,1,non-vegetarian,10.0,3,490.62,none,4.2,6.17
214.0,diesel,968.5,3,1,vegetarian,21.2,1,510.42,natural gas,6.2,13.49
350.6,none,0.0,2,0,vegetarian,16.6,4,253.9,electricity,4.4,3.13
207.2,diesel,1049.3,1,2,vegetarian,18.6,2,399.25,electricity,2.0,9.3
278.7,diesel,1454.8,1,1,vegetarian,11.0,1,247.15,electricity,6.7,11.45
191.5,petrol,730.9,2,0,vegetarian,3.5,4,77.17,electricity,7.3,4.39
310.6,petrol,348.4,0,0,vegan,23.7,1,214.5,none,8.4,6.18
304.8,petrol,773.4,1,0,pescatarian,15.8,2,409.25,electricity,7.4,7.62
397.9,diesel,0.0,0,1,non-vegetarian,16.8,5,451.88,natural gas,4.6,4.68
236.0,petrol,934.8,0,1,non-vegetarian,16.6,3,299.55,none,11.6,6.96
303.5,petrol,980.9,2,0,non-vegetarian,17.0,5,197.51,natural gas,6.0,6.3
257.8,electric,1470.3,3,0,vegetarian,9.7,3,130.98,electricity,6.2,3.82
353.7,petrol,722.4,4,0,vegetarian,9.9,3,252.61,oil,2.6,5.73
192.5,petrol,963.4,3,1,non-vegetarian,9.9,2,263.22,none,4.0,7.89
309.6,petrol,455.5,0,0,vegetarian,17.8,2,262.55,none,9.5,5.32
234.4,electric,657.4,2,0,non-vegetarian,8.9,5,124.19,electricity,7.5,4.03
244.9,petrol,189.9,2,0,non-vegetarian,7.4,4,353.27,electricity,2.6,4.43
257.3,diesel,722.1,3,1,non-vegetarian,11.8,4,314.92,natural gas,2.5,7.15
270.2,diesel,677.9,1,1,non-vegetarian,13.6,5,258.05,natural gas,7.7,6.49
240.7,diesel,919.7,1,0,non-vegetarian,14.8,3,300.4,natural gas,4.3,6.95
267.2,diesel,550.6,1,0,non-vegetarian,12.6,2,379.93,natural gas,10.7,7.79
376.2,hybrid,833.3,1,1,vegetarian,17.4,5,382.98,none,15.7,5.11
328.8,petrol,666.6,2,1,non-vegetarian,20.8,4,489.08,oil,6.5,7.79
319.5,petrol,667.4,2,0,non-vegetarian,15.2,3,491.3,natural gas,8.1,7.34
213.6,petrol,832.1,1,1,non-vegetarian,20.8,4,377.41,natural gas,8.0,6.99
178.9,petrol,816.2,2,0,non-vegetarian,17.7,3,276.03,natural gas,4.7,6.56
326.4,petrol,1104.5,1,0,non-vegetarian,10.2,4,203.19,natural gas,3.6,6.6
320.1,petrol,751.7,1,0,non-vegetarian,10.8,1,428.77,electricity,0.5,11.67
367.8,diesel,660.0,1,0,non-vegetarian,10.5,3,122.52,none,8.4,5.71
201.7,diesel,727.7,0,0,non-vegetarian,14.0,3,312.86,natural gas,5.2,6.48
231.6,petrol,514.1,1,0,non-vegetarian,13.6,3,159.86,natural gas,2.9,5.13
118.8,electric,656.0,1,1,non-vegetarian,18.0,1,446.52,none,4.5,9.71
